Year,Page,Sample,Flow,Mass,Vial,Filename,Path,Species,Population,Plant,Cutting,PlantDate,Inflo,Diurnal,Sex,Leaves,Inflor,Mphase,Fphase,Closed,Buds,Flrs,ClosedCN,BudsCN,FlrsCN,Bag,Photo,Room,FlowRate,Temp,SampleDate,Equil,Start,Stop,Equi,Duration,Total,RunDate,Method,Blank,GC,Results,Notes
2016,,097,,,17,SPERLMANII097,./batch160906/SPERLMANII097_160831_4.D,perlmanii,12917,2B,Clone 1,,,,H,0,1,1,6,2,16,7,,,,16,*,8,200D,29,2016-08-30,14:55,17:37,18:26,2.70,0.82,3.52,2016-08-31,TD200,2,G,,
2016,,098,,,18,SVERTICILLATA098,./batch160906/SVERTICILLATA098_160831_5.D,verticillata,880,1,Clone 2,,,,H,0,1,5,3,5,27,8,,,,16,*,8,200D,23,2016-08-30,17:56,18:29,19:11,0.55,0.70,1.25,2016-08-31,TD200,2,G,,
2016,,099,,,19,SLVERTICILLATA099,#N/A,Lverticillata,880,1,Clone 2,,,,H,8,-,-,-,-,-,-,,,,16,*,8,200D,23,2016-08-30,17:58,18:30,19:11,0.53,0.68,1.22,2016-08-31,TD200,2,0,no data collected,
2016,,100,,,20,SSALICARIA100,./batch160906/SSALICARIA100_160901_3.D,salicaria,842,172-37,Plant ?,,,,H,3,5,2,41,13,9,43,,,,16,*,8,200D,23,2016-08-30,18:32,19:13,19:53,0.68,0.67,1.35,2016-09-01,TD200,2,G,,
2016,,101,,,21,SVERTICILLATA101,./batch160906/SVERTICILLATA101_160902_3.D,verticillata,880,7,Clone 2,,,,H,4,2,1,10,12,11,11,,,,16,*,8,200D,23,2016-08-30,18:35,19:15,19:53,0.67,0.63,1.30,2016-09-02,TD200,2,G,,
2016,,102,,,22,SGLOBOSA102,./batch160906/SGLOBOSA102_160902_4.D,globosa,102HU,10213,Cutting 1,,,,F,0,3,-,-,13,5,78,,,,16,-,8,200D,29,2016-08-31,14:55,15:26,15:55,0.52,0.48,1.00,2016-09-02,TD200,2,G,,
2016,,103,,,23,SGLOBOSA103,./batch160906/SGLOBOSA103_160902_5.D,globosa,13886,17,-,,,,M,0,4,-,-,4,6,52,,,,16,-,8,200D,29,2016-08-31,14:58,15:28,16:00,0.50,0.53,1.03,2016-09-02,TD200,2,G,,
2016,,104,,,24,SSALICARIA104,./batch160906/SSALICARIA104_160902_6.D,salicaria,842,177-7B,,,,,H,8,2,3,20,10,6,23,,,,16,*,8,200D,28,2016-08-31,15:33,16:03,16:35,0.50,0.53,1.03,2016-09-02,TD200,2,G,,
2016,,105,,,1,SSALICARIA105,./batch160906/SSALICARIA105_160902_7.D,salicaria,842,172-37,Plant 2,,,,H,4,3,4,21,11,10,25,,,,16,*,8,200D,28,2016-08-31,15:36,16:06,16:36,0.50,0.50,1.00,2016-09-02,TD200,2,G,,
2016,,106,,,5,SKEALIAE106,./batch160906/SKEALIAE106_160902_0.D,kealiae,791,2011-3F-2,-,,,,M,5,3,-,-,40,9,21,,,,16,*,8,200D,28,2016-08-31,16:09,16:40,17:10,0.52,0.50,1.02,2016-09-02,TD200,2,G,,
2016,,107,,,6,SKEALIAE107,./batch160906/SKEALIAE107_160902_1.D,kealiae,791,2011-3F-5,-,,,,F,4,2,-,-,30,16,34,,,,16,*,8,200D,28,2016-08-31,16:10,16:43,17:10,0.55,0.45,1.00,2016-09-02,TD200,2,G,,
2016,,108,,,2,SSPERGULINA108,./batch160906/SSPERGULINA108_160902_8.D,spergulina,060372,d8 or 020-8M,,,,,M,0,4,-,-,17,23,44,,,,16,*,8,200D,28,2016-08-31,16:49,17:10,17:49,0.35,0.65,1.00,2016-09-02,TD200,2,G,,
2016,,109,,,3,SSPERGULINA109,./batch160906/SSPERGULINA109_160902_9.D,spergulina,060372,020-5F,,,,,F,2,4,-,-,30,33,73,,,,16,*,8,200D,27,2016-08-31,16:51,17:17,17:50,0.43,0.55,0.98,2016-09-02,TD200,2,G,,
2016,,110,,,7,SHALEAKALENSIS110,./batch160906/SHALEAKALENSIS110_160903_3.D,haleakalensis,851,1,Clone 2,,,,F,8,2,-,-,12,22,46,,,,16,*,8,200D,27,2016-08-31,17:25,17:53,18:25,0.47,0.53,1.00,2016-09-03,TD200,2,G,,
2016,,111,,,8,SLYDGATEI111,./batch160906/SLYDGATEI111_160903_4.D,lydgatei,6682,217-1,Clone 2,,,,H,0,2,0,15,22,3,15,,,,16,*,8,200D,27,2016-08-31,17:27,17:55,18:27,0.47,0.53,1.00,2016-09-03,TD200,2,G,,
2016,,112,,,9,SSALMEN112,./batch160906/SSALIMEMB112_160903_5.D,salmen,902,108-4,Clone ?,,,,H,4,5,2,35,9,5,37,,,,16,*,8,200D,27,2016-08-31,18:08,18:29,19:01,0.35,0.53,0.88,2016-09-03,TD200,2,G,,
2016,,113,,,10,SSALMEN113,./batch160906/SSALIMEMB113_160903_6.D,salmen,902,108-2,Clone B,,,,H,2,2,1,29,8,13,30,,,,16,*,8,200D,27,2016-08-31,18:10,18:30,19:01,0.33,0.52,0.85,2016-09-03,TD200,2,G,,
2016,,114,,,11,AMBIENT114,./batch160906/AMBIENT114_160903_7.D,ambient,-,-,-,,,,-,-,-,-,-,-,-,-,,,,16,*,8,200D,25,2016-08-31,-,19:19,20:21,0.00,1.03,1.03,2016-09-03,TD200,2,G,,
2016,,115,,,4,SGLOBOSA115,./batch160906/SGLOBOSA115_160903_8.D,globosa,10228,032,Cutting 1,,,,F,0,2,-,-,5,19,55,,,,16,*,8,200D,27,2016-09-02,14:14,14:47,15:45,0.55,0.97,1.52,2016-09-03,TD200,2,G,,
2016,,116,,,16,SGLOBOSA116,./batch160906/SGLOBOSA116_160903_9.D,globosa,10228,012,Cutting ?,,,,M,0,3,-,-,4,62,76,,,,16,*,8,200D,27,2016-09-02,14:16,14:48,15:45,0.53,0.95,1.48,2016-09-03,TD200,2,G,,
2016,,117,,,17,SAPOKREMNOS117,./batch160906/SAPOKREMNOS117_160903_11.D,apokremnos,90471,22,-,,,,M,0,1,-,-,20,5,18,,,,16,*,8,200D,27,2016-09-02,14:55,15:48,16:31,0.88,0.72,1.60,2016-09-03,TD200,2,G,,
2016,,118,,,18,SAPOKREMNOS118,./batch160906/SAPOKREMNOS118_160903_12.D,apokremnos,90471,10,-,,,,M,0,1,-,-,14,16,16,,,,16,*,8,200D,27,2016-09-02,14:57,15:35,16:31,0.63,0.93,1.57,2016-09-03,TD200,2,G,,
2016,,119,,,19,SNUTTALI119,./batch160906/SNUTTALI119_160903_13.D,nuttali,903,4E,Pot 3,,,,H,0,6,4,16,26,15,20,,,,16,*,8,200D,27,2016-09-02,15:53,16:35,16:53,0.70,0.30,1.00,2016-09-03,TD200,2,G,,
2016,,120,,,20,SSTELLARIODES120,./batch160906/SSTELLARIODES120_160904_3.D,stellariodes,14765,6G,Cutting 2,,,,H,0,1,0,22,22,4,22,,,,16,*,8,200D,27,2016-09-02,15:55,16:36,16:55,0.68,0.32,1.00,2016-09-04,TD200,2,G,,
2016,,121,,,22,SKAUAIENSIS121,./batch160906/SKAUAIENSIS121_160904_4.D,kauaiensis,12074,8x7-4,Cutting 4,,,,H,0,1,4,21,33,16,25,,,,8,*,11,200D,22,2016-09-02,16:25,17:01,17:31,0.60,0.50,1.10,2016-09-04,TD200,2,G,,
2016,,122,,,21,SKAUAIENSIS122,./batch160906/SKAUAIENSIS122_160904_5.D,kauaiensis,12074,7,Cutting 2,,,,H,0,1,0,27,26,8,27,,,,8,*,11,200D,22,2016-09-02,16:27,17:03,17:32,0.60,0.48,1.08,2016-09-04,TD200,2,G,,
2016,,123,,,23,AMBIENT123,./batch160906/AMBIENT123_160904_6.D,ambient,-,-,-,,,,-,-,-,-,-,-,-,-,,,,8,-,11,200D,22,2016-09-02,-,19:47,20:52,0.00,1.08,1.08,2016-09-04,TD200,2,G,high boilers,room 11
2016,,124,,,1,SSARMENTOSA124,./batch160906/SSARMENTOSA124_160904_8.D,sarmentosa,896,123-16,Clone 1,,,,F,3,6,-,-,15,8,43,,,,16,-,8,200D,22,2016-09-03,14:02,14:32,15:34,0.50,1.03,1.53,2016-09-04,TD200,2,G,,
2016,,125,,,2,SSARMENTOSA125,./batch160906/SSARMENTOSA125_160904_9.D,sarmentosa,896,14-3,-,,,,H,6,8,3,38,21,15,41,,,,16,-,8,200D,22,2016-09-03,14:04,14:34,15:34,0.50,1.00,1.50,2016-09-04,TD200,2,0,cut off,
2016,,126,,,3,SLYDGATEI126,./batch160906/SLYDGATEI126_160904_10.D,lydgatei,6682,209-2,-,,,,H,2,6,2,12,15,5,14,,,,16,-,8,200D,22,2016-09-03,14:52,15:38,16:29,0.77,0.85,1.62,2016-09-04,TD200,2,G,,
2016,,127,,,5,SPERLMANII127,./batch160906/SPERLMANII127_160904_11.D,perlmanii,12917,2D,-,,,,H,0,1,0,17,23,18,17,,,,16,-,8,200D,22,2016-09-03,14:54,15:40,16:29,0.77,0.82,1.58,2016-09-04,TD200,2,G,,
2016,,128,,,6,SGLOBOSA128,./batch161005/SGLOBOSA128_161003_4.D,globosa,906,1045A,Cutting 1,,,,F,0,3,-,-,37,26,38,,,,16,*,8,200D,22,2016-09-03,16:00,16:32,17:31,0.53,0.50,1.03,2016-10-03,TD200,3,G,benzene,
2016,,129,,,24,SMENZIESII129,./batch160906/SMENZIESII129_160904_12.D,menziesii,849,69,Clone 2,,,,H,6,5,3,29,10,10,32,,,,16,*,8,200D,22,2016-09-03,16:02,16:34,17:01,0.53,0.45,0.98,2016-09-04,TD200,2,G,,
2016,,130,,,7,SSALICARIA130,./batch161005/SSALICARIA130_161003_5.D,salicaria,842,236-no prog ID,Plant 1,,,,F,0,3,4,25,28,6,29,,,,16,-,8,200D,22,2016-09-03,17:01,17:35,18:17,0.57,0.70,1.27,2016-10-03,TD200,3,G,benzene,
2016,,131,,,8,SSALICARIA131,./batch161005/SSALICARIA131_161003_6.D,salicaria,853,48-16,Plant 2,,,,H,2,5,-,-,9,20,36,,,,16,-,8,200D,22,2016-09-03,17:06,17:40,18:17,0.57,0.62,1.18,2016-10-03,TD200,3,G,benzene,
2016,,132,,,10,SKEALIAE132,#N/A,kealiae,791,2B,Cutting 2,,,,F,0,5,-,-,14,19,41,,,,16,-,8,200D,22,2016-09-03,18:22,19:13,19:43,0.85,0.50,1.35,2016-10-05,TD200,2,G,benzene,no 132?
2016,,133,,,11,SKEALIAE133,./batch161005/SKEALIAE133_161005_3.D,kealiae,791,1B,Cutting 1,,,,M,1,5,-,-,28,14,13,,,,16,-,8,200D,22,2016-09-03,18:25,19:16,19:43,0.85,0.45,1.30,2016-10-05,TD200,2,G,benzene,
2016,,134,,,16,SADAMANTIS134,./batch161005/SKEALIAE134_161005_4.D,adamantis,847,347-187,Clone A Cutting 1,,,,H,0,4,9,63,41,59,72,,,,16,-,8,200D,27,2016-09-03,12:12,12:51,13:49,0.65,0.37,1.02,2016-10-05,TD200,2,G,benzene,
2016,,135,,,17,SAPOKREMNOS135,./batch161005/SADAMANTIS135_161005_5.D,apokremnos,889,No # 1 x M-1-5,,,,,M,6,3,-,-,31,17,50,,,,16,-,8,200D,27,2016-09-03,12:13,12:53,13:22,0.67,0.48,1.15,2016-10-05,TD200,2,G,benzene,
2016,,136,,,18,SAPOKREMNOS136,./batch161005/SAPOKREMNOS136_161005_6.D,apokremnos,889,No # 1,-,,,,F,0,3,-,-,9,9,57,,,,16,-,8,200D,27,2016-09-03,13:19,13:55,14:26,0.60,0.52,1.12,2016-10-05,TD200,2,G,benzene,
2016,,137,,,19,SAPOKREMNOS137,./batch161005/SAPOKREMNOS137_161005_7.D,apokremnos,889,No # 2,-,,,,F,0,2,-,-,14,28,30,,,,16,-,8,200D,27,2016-09-03,13:21,13:57,14:27,0.60,0.50,1.10,2016-10-05,TD200,2,0,no data collected,
2016,,138,,,1,SKAHO138,#N/A,kaho,KK,892-1 x 3587-7,120-1,,,,H,0,2,2,96,37,34,98,,,,16,-,8,200D,23,2016-11-15,16:08,16:39,17:04,0.52,0.42,0.93,2016-11-16,TD200,2,G,,Daylight savings
2016,,139,,,2,SKAHO139,./batch161116/SKAHO139_161116_3.D,kaho,HH,,,,,,H,12,3,0,28,10,11,28,,,,16,-,8,200D,23,2016-11-15,16:12,16:43,17:14,0.52,0.52,1.03,2016-11-16,TD200,2,G,,97-17 Plant does not exist - checked ID on datasheet. Probably hookeri (Leaves)
2016,,140,,,3,SKAHO140,./batch161116/SKAHO140_161116_4.D,kaho,HK,794-4 x 904-2,84-2,,,,H,0,2,0,29,33,29,29,,,,16,-,8,200D,23,2016-11-15,16:58,17:28,17:59,0.50,0.52,1.02,2016-11-16,TD200,2,G,,
2016,,141,,,4,SKAHO141,./batch161116/SKAHO141_161116_5.D,kaho,KH,3587-14 x 866-2 c1,221-1,,,,H,1,2,0,81,30,34,81,,,,16,-,8,200D,23,2016-11-15,17:03,17:38:00,18:08,0.58,0.50,1.08,2016-11-16,TD200,2,G,,Wrong full cross?
2016,,142,,,5,AMBIENT142,./batch161116/SKAHO142_161116_6.D,ambient,-,-,-,,,,-,-,-,-,-,-,-,-,,,,16,-,8,200D,23,2016-11-15,-,17:14,17:33,0.00,0.32,0.32,2016-11-16,TD200,2,G,,
2016,,143,,,6,SKAHO143,./batch161116/AMBIENT143_161116_7.D,kaho,KK,3587-15 x 904-3,218-4,,,,H,0,1,4,31,13,15,35,,,,16,-,8,200D,23,2016-11-15,17:40,18:12,18:42,0.53,0.50,1.03,2016-11-16,TD200,2,G,,
2016,,144,,,7,SKAHO144,./batch161116/SKAHO144_161116_8.D,kaho,HH,866-2 x 879-G-2,91-8,,,,H,6,3,3,27,10,11,30,,,,16,-,8,200D,23,2016-11-15,17:45,18:15,18:45,0.50,0.50,1.00,2016-11-16,TD200,2,G,,
2016,,145,,,8,SMEMBRANACEA145,./batch161116/SKAHO145_161116_9.D,membranacea,864,No tag #1,,,,,H,12,1,0,24,35,2,24,,,,16,-,8,200D,23,2016-11-15,18:29,19:01,19:32,0.53,0.52,1.05,2016-11-16,TD200,2,G,,
2016,,146,,,9,SOBOVATA146,./batch161116/SMEMBRANACEA146_161116_10.D,obovata,868,No #,Pot 3,,,,H,0,1,-,-,15,7,10,,,,16,-,8,200D,23,2016-11-15,18:36,19:05,19:43,0.48,0.63,1.12,2016-11-16,TD200,2,G,,
2016,,147,,,10,SSALMEN147,./batch161116/SOBOVATA147_161116_11.D,salmen,902,108-4,Clone 2,,,,H,4,5,0,24,12,19,24,,,,16,-,8,200D,23,2016-11-15,19:09,19:39,20:15,0.50,0.60,1.10,2016-11-16,TD200,2,G,,
2016,,148,,,11,SVERTICILLATA148,./batch161116/SSALMEM148_161116_12.D,verticillata,880,NTBG 25,,,,,H,0,2,3,6,8,6,9,,,,16,-,8,200D,23,2016-11-15,19:15,19:45,20:15,0.50,0.50,1.00,2016-11-16,TD200,2,G,,
2016,,149,,,12,SKAHO149,./batch161116/SVERTICILLATA149_161116_13.D,kaho,HK,899-2E- 1 x 904-5,105-12,,,,H,0,2,2,96,37,34,98,,,,16,-,8,200D,23,2016-11-18,17:52,18:25,18:55,0.55,0.50,1.05,2016-11-19,TD200,-,G,,
2016,,150,,,13,SKAHO150,./batch161120/KAHO150_161119_1.D,kaho,KK,892-1 x 892-4,115-2,,,,H,0,5,1,20,40,13,21,,,,16,-,8,200D,22,2016-11-18,17:55,18:30,19:00,0.58,0.50,1.08,2016-11-19,TD200,-,G,,
2016,,151,,,14,SKAHO151,./batch161120/KAHO151_161119_2.D,kaho,HH,866-2 x 794-4,93-6,,,,H,1,2,2,17,22,11,19,,,,16,-,8,200D,22,2016-11-18,18:35,19:06,19:36,0.52,0.50,1.02,2016-11-19,TD200,-,G,,
2016,,152,,,15,SKAHO152,./batch161120/KAHO152_161119_3.D,kaho,KK,892-5 x 3587-14,143-4,,,,H,0,2,4,45,27,47,49,,,,16,-,8,200D,21,2016-11-18,18:38,19:09,19:39,0.52,0.50,1.02,2016-11-19,TD200,-,G,,
2016,,153,,,1,SKAHO153,./batch161130/SKAHO153_161119_4.D,kaho,HK,866-2 x 904-5,98-17,,,,H,0,2,3,28,11,16,31,,,,16,-,8,200D,21,2016-11-19,16:10,16:44,17:13,0.57,0.48,1.05,2016-11-20,TD200,1,G,,
2016,,154,,,2,SKAHO154,./batch161120/KAHO154_161120_2.D,kaho,KK,3587-C x 904-5,235-4,,,,H,0,1,1,40,32,17,41,,,,16,-,8,200D,21,2016-11-19,16:12,16:46,17:16,0.57,0.50,1.07,2016-11-20,TD200,1,G,,
2016,,155,,,3,SKAHO155,./batch161120/KAHO155_161120_3.D,kaho,HK,866-2 x 892-4,95-2,,,,H,0,1,19,44,32,23,63,,,,16,-,8,200D,21,2016-11-19,16:49,17:20,17:57,0.52,0.62,1.13,2016-11-20,TD200,1,G,,
2016,,156,,,4,SKAHO156,./batch161120/KAHO156_161120_4.D,kaho,HH,879-N-5 x 794-4,50-2,,,,H,0,4,2,41,24,7,43,,,,16,-,8,200D,23,2016-11-19,16:53,17:21,17:57,0.47,0.60,1.07,2016-11-20,TD200,1,0,desorbed,
2016,,157,,,5,SKAHO157,#N/A,kaho,KK,904-5 x 904-3,184-5,,,,H,0,1,0,23,40,3,23,,,,16,-,8,200D,23,2016-11-19,17:23,18:02,18:34,0.65,0.53,1.18,2016-11-20,TD200,1,G,,
2016,,158,,,6,SKAHO158,./batch161120/KAHO158_161120_5.D,kaho,KK,904-3 x 3587-14,170-2,,,,H,0,2,3,18,25,7,21,,,,16,-,8,200D,22,2016-11-19,17:25,18:03,18:34,0.63,0.52,1.15,2016-11-20,TD200,1,G,,
2016,,159,,,7,SKAHO159,./batch161120/KAHO159_161120_6.D,kaho,HK,899-2E- 1 x 3587-14,106-1,,,,H,0,3,3,22,3,40,25,,,,16,-,8,200D,22,2016-11-19,18:13,18:44,19:15,0.52,0.52,1.03,2016-11-20,TD200,1,G,,
2016,,160,,,8,SKAHO160,./batch161120/KAHO160_161120_7.D,kaho,KH,,121-3,,,,H,0,2,2,14,9,19,16,,,,16,-,8,200D,22,2016-11-19,18:15,18:49,19:19,0.57,0.50,1.07,2016-11-20,TD200,1,G,,Contaminant. 121-3 marked as KK 892-2 x 905-5 but plant was a hybrid. Changed 10/9/17
2016,,161,,,9,SSALMEN161,./batch161120/KAHO161_161120_8.D,salmen,902,108-4,Clone 2,,,,H,6,4,5,15,9,14,20,,,,16,-,8,200D,22,2016-11-19,18:55,19:28,20:02,0.55,0.57,1.12,2016-11-20,TD200,1,G,,
2016,,162,,,10,SSALMEN162,./batch161120/SALMEN162_161120_9.D,salmen,903,108-4,Clone 2,,,,H,6,4,5,15,9,14,20,,,,16,-,8,200D,22,2016-11-19,18:55,19:28,20:02,0.55,0.57,1.12,2016-11-20,TD200,1,G,,
2016,,163,,,11,AMBIENT163,./batch161120/SALMEN163_161120_0.D,ambient,-,-,-,,,,-,-,-,-,-,-,-,-,,,,16,-,8,200D,22,2016-11-19,-,20:07,20:27,0.00,0.33,0.33,2016-11-20,TD200,1,G,,
2016,,164,,,16,SKAHO164,./batch161120/AMBIENT164_161120_1.D,kaho,HH,794-4 x 866-2,79-21,,,,H,6,4,1,36,16,20,37,,,,16,-,8,200D,20,2016-11-28,18:11,18:44,19:14,0.55,0.50,1.05,2016-11-30,TD200,1,G,,
2016,,165,,,17,SKAHO165,./batch161130/SKAHO165_161130_8.D,kaho,KH,3587-7 x 879-10-1,189-3,,,,H,0,1,3,44,10,36,47,,,,16,-,8,200D,20,2016-11-28,18:13,18:47,19:17,0.57,0.50,1.07,2016-11-30,TD200,1,G,,
2016,,166,,,18,SKAHO166,./batch161130/SKAHO166_161130_9.D,kaho,HK,879-2-2 x 904-2,10-4,,,,H,0,2,3,27,20,21,30,,,,16,-,8,200D,20,2016-11-28,18:50,19:20,19:50,0.50,0.50,1.00,2016-11-30,TD200,1,G,,
2016,,167,0.11442,0.00461,19,SKAHO167,./batch161130/SKAHO167_161130_0.D,kaho,KH,3587-7 x 879-N-5,191-3,,,,H,4,2,7,21,13,8,28,,,,16,-,8,200D,20,2016-11-28,18:53,19:23,19:53,0.50,0.50,1.00,2016-11-30,TD200,1,G,,
2016,,168,,,1,SKAHO168,./batch161130/SKAHO168_161130_1.D,kaho,HK,794-4 x 892-3,81-5,,,,H,0,2,2,19,59,17,21,,,,16,-,8,200D,20,2016-11-28,19:26,19:57,20:27,0.52,0.50,1.02,2016-11-30,TD200,1,G,,
2016,,169,,,2,SKAHO169,./batch161130/SKAHO169_161130_2.D,kaho,KH,904-2 x 879-G-2,149-5,,,,H,0,2,2,28,16,57,30,,,,16,-,8,200D,20,2016-11-28,19:30,20:00,20:30,0.50,0.50,1.00,2016-11-30,TD200,1,G,,
2016,,170,,,3,SKAHO170,./batch161130/SKAHO170_161130_3.D,kaho,HK,866-2 x 3587-14,100-1,,,,H,0,1,9,16,9,20,25,,,,16,-,8,200D,20,2016-11-28,20:07,20:37,21:11,0.50,0.57,1.07,2016-11-30,TD200,1,G,,
2016,,171,,,4,SKAHO171,./batch161130/SKAHO171_161130_4.D,kaho,KK,3587-7 x 3587-14,198-16,,,,H,0,2,3,46,72,31,49,,,,16,-,8,200D,20,2016-11-28,20:09,20:40,21:11,0.52,0.52,1.03,2016-11-30,TD200,1,G,,
2016,,172,,,5,SKAHO172,./batch161130/SKAHO172_161130_5.D,kaho,HK,879-10-1 x 3587-15,29-8,,,,H,0,1,3,35,12,26,38,,,,16,-,8,200D,20,2016-11-28,20:40,21:16,21:46,0.60,0.50,1.10,2016-11-30,TD200,1,G,,
2016,,173,,,6,AMBIENT173,./batch161130/SKAHO173_161130_6.D,ambient,-,-,-,,,,-,-,-,-,-,-,-,-,,,,16,-,8,200D,20,2016-11-28,20:40,21:17,21:46,0.00,0.48,0.48,2016-11-30,TD200,1,G,,
2016,,174,0.08210,0.00158,7,SKAHO174,./batch161130/AMBIENT174_161130_7.D,kaho,KK,892-1 x 3587-7,120-1,,,,H,0,3,5,63,63,18,68,,,,16,-,8,200D,20,2016-11-30,17:55,18:28,19:02,0.55,0.57,1.12,2017-01-12,TD200,1,G,,
2016,,175,0.09980,0.00461,8,SKAHO175,./batch170112/SKAHO175_170112_3.D,kaho,KK,3587-15 x 904-3,218-5,,,,H,0,1,5,82,97,22,87,,,,16,-,8,200D,20,2016-11-30,17:57,18:32,19:02,0.58,0.50,1.08,2017-01-12,TD200,1,G,,
2016,,176,0.07863,0.00644,9,SKAHO176,./batch170112/SKAHO176_170112_4.D,kaho,KK,892-5 x 3587-14,143-1,,,,H,0,2,7,48,89,20,55,,,,16,-,8,200D,20,2016-11-30,18:35,19:09,19:39,0.57,0.50,1.07,2017-01-12,TD200,1,G,,
2016,,177,,,10,SKAHO177,./batch170112/SKAHO177_170112_5.D,kaho,KK,3587-A x 3587-14,229-1,,,,H,0,2,4,16,9,15,20,,,,16,-,8,200D,20,2016-11-30,18:39,19:10,19:40,0.52,0.50,1.02,2017-01-12,TD200,1,G,,
2016,,178,0.07863,0.00347,11,SKAHO178,./batch170112/SKAHO178_170112_6.D,kaho,KK,3587-A x 3587-14,229-3,,,,H,0,1,4,27,20,27,31,,,,16,-,8,200D,20,2016-11-30,19:15,19:45,20:15,0.50,0.50,1.00,2017-01-09,TD200,8,G,,
2016,,179,0.09265,0.00318,12,SKAHO179,./batch170112/SKAHO179_170109_2.D,kaho,KK,3587-15 x 3587-C,221-2,,,,H,0,2,8,34,20,17,42,,,,16,-,8,200D,20,2016-11-30,19:17,19:52,20:23,0.58,0.52,1.10,2017-01-11,TD200,1,G,,
2016,,180,0.03894,0.00635,13,SKAHO180,./batch170112/SKAHO180_170111_2.D,kaho,KK,3587-15 x 904-3,218-4,,,,H,0,1,5,29,29,18,34,,,,16,-,8,200D,20,2016-11-30,20:26,20:28,21:01,0.03,0.55,0.58,2017-01-12,TD200,1,G,,
2016,,181,0.09621,0.00252,14,AMBIENT181,./batch170112/SKAHO181_170112_2.D,ambient,-,-,-,,,,-,,-,-,-,-,-,-,,,,16,-,8,200D,-,2016-11-30,19:54,20:31,21:02,0.00,0.52,0.52,2016-12-04,TD200,1,G,,From 4-Dec on: column cut!
2016,,182,0.11813,0.00303,1,SKAHO182,./batch170112/AMBIENT182_161204_2.D,kaho,HK,879-10-1 x 892-4,24-6,,,,H,0,1,8,24,42,21,32,,,,16,-,8,200D,20,2016-12-01,18:11,18:46,19:18,0.58,0.53,1.12,2016-12-04,TD200,1,G,high boilers,previously L. not pumped.
2016,,183,0.03580,0.00529,2,SKAHO183,./batch170112/SKAHO183_161204_3.D,kaho,HK,794-4 x 904-5,85-4,,,,H,1,1,3,20,33,21,23,,,,16,-,8,200D,20,2016-12-01,18:13,18:52,19:23,0.65,0.52,1.17,2016-12-04,TD200,1,G,high boilers,previously L
2016,,184,0.08210,0.00306,3,SKAHO184,./batch170112/SKAHO184_161204_4.D,kaho,KH,3587-7 x 879-10-1,189-3,,,,H,0,1,2,27,26,29,29,,,,16,-,8,200D,20,2016-12-01,19:00,19:32,20:09,0.53,0.62,1.15,2016-12-04,TD200,1,G,high boilers,
2016,,185,0.06837,0.00750,4,SKAHO185,./batch170112/SKAHO185_161204_5.D,kaho,KK,892-2 x 904-5,121-5,,,,H,0,1,2,32,57,7,34,,,,16,-,8,200D,20,2016-12-01,19:02,19:35,20:09,0.55,0.57,1.12,2016-12-04,TD200,1,G,high boilers,
2016,,186,0.11442,0.00555,5,SKAHO186,./batch170112/SKAHO186_161204_6.D,kaho,HK,879-G-2 x 904-5,39-5,,,,H,0,1,3,25,30,18,28,,,,16,-,8,200D,20,2016-12-01,19:38,20:12,20:42,0.57,0.50,1.07,2017-01-09,TD200,8,G,high boilers,
2016,,187,0.07177,0.00758,6,SKAHO187,./batch170112/SKAHO187_170109_9.D,kaho,HK,879-10-1 x 3587-15,29-8C,,,,H,0,4,5,19,17,46,24,,,,16,-,8,200D,20,2016-12-01,19:42,20:14,20:44,0.53,0.50,1.03,2017-01-09,TD200,8,G,,
2016,,188,0.03580,0.00834,16,SKAHO188,./batch170112/SKAHO188_170109_0.D,kaho,KH,904-5 x 879-10-1,172-2,,,,H,0,1,1,14,18,15,15,,,,16,-,8,200D,20,2016-12-01,20:47,20:49,21:19,0.03,0.50,0.53,2017-01-09,TD200,8,G,high boilers,
2017,,189,0.11813,0.00303,1,SKAHO189,./batch170112/SKAHO189_170109_1.D,kaho,HK,879-10-1 x 3587-C,30-2,,A,,H,2,1,3,14,11,38,17,,,,16,-,8,200D,22,2017-02-13,18:56,19:38,20:08,0.70,0.50,1.20,2017-02-14,TD200,2,G,,same front inflorescence
2017,,190,0.03580,0.00529,2,SKAHO190,./batch170217/SKAHO190_170214_3.D,kaho,HK,879-10-1 x 3587-C,30-2,,A,,H,2,1,3,14,11,38,17,,,,16,-,8,200D,22,2017-02-13,18:56,19:38,20:08,0.70,0.50,1.20,2017-02-14,TD200,2,G,,same front inflorescence
2017,,191,0.11442,0.00555,5,SKAHO191,./batch170217/SKAHO191_170214_4.D,kaho,HK,879-10-1 x 3587-C,30-2,,B,,H,2,1,0,24,9,31,24,,,,16,-,8,200D,22,2017-02-13,18:59,20:01,20:33,1.03,0.53,1.57,2017-02-14,TD200,2,G,,same back inflorescence
2017,,192,0.07177,0.00758,6,SKAHO192,./batch170217/SKAHO192_170214_5.D,kaho,HK,879-10-1 x 3587-C,30-2,,B,,H,2,1,0,24,9,31,24,,,,16,-,8,200D,22,2017-02-13,18:59,20:01,20:33,1.03,0.53,1.57,2017-02-14,TD200,2,G,,same back inflorescence
