FileName,Year,Page,Sample,Flow,Mass,Vial,Filename,Path,Species,Population,Plant,Cutting,PlantDate,Inflo,Diurnal,Sex,Leaves,Inflor,Mphase,Fphase,Closed,Buds,Flrs,ClosedCN,BudsCN,FlrsCN,Bag,Photo,Room,FlowRate,Temp,SampleDate,Equil,Start,Stop,Equi,Duration,Total,RunDate,Method,Blank,GC,Results,Notes,DN,sequence.start,Desorb.Start.Time,CreationTime,eithertime,status,Tube,markes_n,GC_n,either_n,markes_GC,create_desorb,user,FullName,id,desorb.Start.diff,nameBlank,Mixup,kBlank,Cluster,n_peaks,vial,dupe,ApproxDate,Period,SteelTube,Problem,Note,TubeMatch,sample,verdict,FileName2,dupe2,badtube,type,sp,sp2,Species2,Species2Pop
GLOB_V581_6232019_15.qgd,2019,23,863,NA,NA,581,NA,NA,globosa,905,5-1 97s,Cutting 2,2013-01-27,NA,D,F,2,1,-,-,60,11,37,NA,NA,NA,16,NA,NA,200D,28,2019-05-27,14:50,15:20:00,15:50:00,0.5,0.5,1,NA,RMBL,NA,NR,NA,NA,Day,2019-06-23T17:10:43Z,2019-06-24T07:32:09Z,2019-06-24T07:32:34Z,2019-06-24T07:32:09Z,Desorbed NA,14,15,15,15,0,25,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V581_6232019_15.qgd,666d19c2-1a58-4377-8e28-713757f6b816,1870,FALSE,FALSE,FALSE,27,305,581,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,GLOB_V581_6232019_15.qgd,FALSE,FALSE,floral,GLOB,GLOB,globosa,globosa 905
GLOB_V582_6232019_16.qgd,2019,23,864,NA,NA,582,NA,NA,globosa,905,98s 35-14,Cutting 1,2013-01-23,NA,D,M,4,1,-,-,45,0,8,NA,NA,NA,16,NA,NA,200D,28,2019-05-27,14:51,15:22:00,15:51:00,0.52,0.48,1,NA,RMBL,NA,NR,NA,NA,Day,2019-06-23T17:10:43Z,2019-06-24T08:03:22Z,2019-06-24T08:03:37Z,2019-06-24T08:03:22Z,Desorbed NA,15,16,16,16,0,15,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V582_6232019_16.qgd,666d19c2-1a58-4377-8e28-713757f6b816,1873,FALSE,FALSE,FALSE,27,303,582,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,GLOB_V582_6232019_16.qgd,FALSE,FALSE,floral,GLOB,GLOB,globosa,globosa 905
GLOB_V583_6232019_17.qgd,2019,23,865,NA,NA,583,NA,NA,globosa,905,98s 24-2M,Cutting 1,NA,NA,D,M,2,1,-,-,21,22,19,NA,NA,NA,16,NA,NA,200D,28,2019-05-27,14:52,15:23:00,15:53:00,0.52,0.5,1.02,NA,RMBL,NA,NR,NA,NA,Day,2019-06-23T17:10:43Z,2019-06-24T08:34:32Z,2019-06-24T08:34:53Z,2019-06-24T08:34:32Z,Desorbed NA,16,17,17,17,0,21,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V583_6232019_17.qgd,666d19c2-1a58-4377-8e28-713757f6b816,1870,FALSE,FALSE,FALSE,27,314,583,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,GLOB_V583_6232019_17.qgd,FALSE,FALSE,floral,GLOB,GLOB,globosa,globosa 905
GLOB_V585_6232019_18.qgd,2019,23,867,NA,NA,585,NA,NA,globosa,850,7,A,NA,NA,D,F,2,1,-,-,6,30,40,NA,NA,NA,16,NA,NA,200D,18,2019-05-27,21:01,21:33:00,22:04:00,0.53,0.52,1.05,NA,RMBL,NA,NR,NA,"inventory: no ""A"" cutting",Night,2019-06-23T17:10:43Z,2019-06-24T09:05:41Z,2019-06-24T09:05:57Z,2019-06-24T09:05:41Z,Desorbed NA,17,18,18,18,0,16,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V585_6232019_18.qgd,666d19c2-1a58-4377-8e28-713757f6b816,1869,FALSE,FALSE,FALSE,27,319,585,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,GLOB_V585_6232019_18.qgd,FALSE,FALSE,floral,GLOB,GLOB,globosa,globosa 850
GLOB_V586_6232019_19.qgd,2019,23,868,NA,NA,586,NA,NA,globosa,905,2,Cutting 1,2013-01-23,NA,D,M,2,1,-,-,19,1,9,NA,NA,NA,16,NA,NA,200D,18,2019-05-27,21:02,21:34:00,22:04:00,0.53,0.5,1.03,NA,RMBL,NA,NR,NA,NA,Night,2019-06-23T17:10:43Z,2019-06-24T09:36:41Z,2019-06-24T09:37:05Z,2019-06-24T09:36:41Z,Desorbed NA,18,19,19,19,0,24,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V586_6232019_19.qgd,666d19c2-1a58-4377-8e28-713757f6b816,1860,FALSE,FALSE,FALSE,27,306,586,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,GLOB_V586_6232019_19.qgd,FALSE,FALSE,floral,GLOB,GLOB,globosa,globosa 905
GLOB_V587_6232019_20.qgd,2019,23,869,NA,NA,587,NA,NA,globosa,905,5-1 97s,Cutting 2,2013-01-27,NA,D,F,2,1,-,-,60,11,37,NA,NA,NA,16,NA,NA,200D,18,2019-05-27,21:03,21:35:00,22:05:00,0.53,0.5,1.03,NA,RMBL,NA,NR,NA,NA,Night,2019-06-23T17:10:43Z,2019-06-24T10:07:54Z,2019-06-24T10:08:16Z,2019-06-24T10:07:54Z,Desorbed NA,19,20,20,20,0,22,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V587_6232019_20.qgd,666d19c2-1a58-4377-8e28-713757f6b816,1873,FALSE,FALSE,FALSE,27,308,587,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,GLOB_V587_6232019_20.qgd,FALSE,FALSE,floral,GLOB,GLOB,globosa,globosa 905
GLOB_V588_6232019_21.qgd,2019,23,870,NA,NA,588,NA,NA,globosa,905,98s 35-14,Cutting 1,2013-01-23,NA,D,M,4,1,-,-,45,0,8,NA,NA,NA,16,NA,NA,200D,18,2019-05-27,21:04,21:37:00,22:08:00,0.55,0.52,1.07,NA,RMBL,NA,NR,NA,NA,Night,2019-06-23T17:10:43Z,2019-06-24T10:39:00Z,2019-06-24T10:39:24Z,2019-06-24T10:39:00Z,Desorbed NA,20,21,21,21,0,24,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V588_6232019_21.qgd,666d19c2-1a58-4377-8e28-713757f6b816,1866,FALSE,FALSE,FALSE,27,305,588,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,GLOB_V588_6232019_21.qgd,FALSE,FALSE,floral,GLOB,GLOB,globosa,globosa 905
GLOB_V589_6242019_02.qgd,2019,23,871,NA,NA,589,NA,NA,globosa,905,98s 24-2M,Cutting 1,NA,NA,D,M,2,1,-,-,21,22,19,NA,NA,NA,16,NA,NA,200D,18,2019-05-27,21:05,21:38:00,22:08:00,0.55,0.5,1.05,NA,RMBL,NA,NR,NA,NA,Night,2019-06-24T08:46:51Z,2019-06-24T16:22:28Z,2019-06-24T16:22:38Z,2019-06-24T16:22:28Z,Desorbed NA,1,2,2,2,0,10,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V589_6242019_02.qgd,007838c9-5c0c-4d33-8641-9af10a258730,1837,FALSE,FALSE,FALSE,16,302,589,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,GLOB_V589_6242019_02.qgd,FALSE,FALSE,floral,GLOB,GLOB,globosa,globosa 905
GLOB_V593_6242019_03.qgd,2019,24,886,NA,NA,593,NA,NA,globosa,850,7,NA,NA,NA,D,F,2,1,-,-,7,14,30,NA,NA,NA,16,NA,NA,200D,29,2019-05-29,14:23,14:59:00,15:29:00,0.6,0.5,1.1,NA,RMBL,NA,NR,NA,NA,Day,2019-06-24T08:46:51Z,2019-06-24T16:53:17Z,2019-06-24T16:53:33Z,2019-06-24T16:53:17Z,Desorbed NA,2,3,3,3,0,16,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V593_6242019_03.qgd,007838c9-5c0c-4d33-8641-9af10a258730,1849,FALSE,FALSE,FALSE,37,319,593,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,GLOB_V593_6242019_03.qgd,FALSE,FALSE,floral,GLOB,GLOB,globosa,globosa 850
GLOB_V594_6242019_04.qgd,2019,24,884,NA,NA,594,NA,NA,globosa,905,11,Cutting 1,NA,NA,D,F,2,1,-,-,14,4,28,NA,NA,NA,16,NA,NA,200D,29,2019-05-29,14:28,15:00:00,15:30:00,0.53,0.5,1.03,NA,RMBL,NA,NR,NA,NA,Day,2019-06-24T08:46:51Z,2019-06-24T17:24:11Z,2019-06-24T17:24:36Z,2019-06-24T17:24:11Z,Desorbed NA,3,4,4,4,0,25,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V594_6242019_04.qgd,007838c9-5c0c-4d33-8641-9af10a258730,1854,FALSE,FALSE,FALSE,37,314,594,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,GLOB_V594_6242019_04.qgd,FALSE,FALSE,floral,GLOB,GLOB,globosa,globosa 905
GLOB_V598_6242019_05.qgd,2019,24,882,NA,NA,598,NA,NA,globosa,102HU,10221,Cutting 3,2013-01-23,NA,D,F,2,1,-,-,66,0,31,NA,NA,NA,16,NA,NA,200D,29,2019-05-29,14:21,14:54:00,15:29:00,0.55,0.58,1.13,NA,RMBL,NA,NR,NA,NA,Day,2019-06-24T08:46:51Z,2019-06-24T17:55:19Z,2019-06-24T17:55:39Z,2019-06-24T17:55:19Z,Desorbed NA,4,5,5,5,0,20,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V598_6242019_05.qgd,007838c9-5c0c-4d33-8641-9af10a258730,1868,FALSE,FALSE,FALSE,27,302,598,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,GLOB_V598_6242019_05.qgd,FALSE,FALSE,floral,GLOB,GLOB,globosa,globosa 102HU
GLOB_V599_6242019_06.qgd,2019,24,883,NA,NA,599,NA,NA,globosa,13885,18,NA,NA,NA,D,M,2,1,-,-,4,44,53,NA,NA,NA,16,NA,NA,200D,29,2019-05-29,14:22,14:56:00,15:29:00,0.57,0.55,1.12,NA,RMBL,NA,NR,NA,NA,Day,2019-06-24T08:46:51Z,2019-06-24T18:26:27Z,2019-06-24T18:26:51Z,2019-06-24T18:26:27Z,Desorbed NA,5,6,6,6,0,24,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V599_6242019_06.qgd,007838c9-5c0c-4d33-8641-9af10a258730,1868,FALSE,FALSE,FALSE,27,309,599,FALSE,2019-06-24,night,4,NA,"had put T4 into V599 instead of V598, fixed by putting that trap into V598",FALSE,NA,NA,GLOB_V599_6242019_06.qgd,FALSE,FALSE,floral,GLOB,GLOB,globosa,globosa 13885
GLOB_V600_6242019_07.qgd,2019,24,885,NA,NA,600,NA,NA,globosa,844,F2-12,NA,NA,NA,D,F,2,1,-,-,6,1,31,NA,NA,NA,16,NA,NA,200D,29,2019-05-29,14:25,14:58:00,15:29:00,0.55,0.52,1.07,NA,RMBL,NA,NR,NA,NA,Day,2019-06-24T08:46:51Z,2019-06-24T18:57:36Z,2019-06-24T18:57:55Z,2019-06-24T18:57:36Z,Desorbed NA,6,7,7,7,0,19,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V600_6242019_07.qgd,007838c9-5c0c-4d33-8641-9af10a258730,1869,FALSE,FALSE,FALSE,27,312,600,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,GLOB_V600_6242019_07.qgd,FALSE,FALSE,floral,GLOB,GLOB,globosa,globosa 844
GLOB_V606_6242019_08.qgd,2019,24,887,NA,NA,606,NA,NA,globosa,102HU,10221,Cutting 3,2013-01-23,NA,D,F,2,1,-,-,66,0,31,NA,NA,NA,16,NA,NA,200D,19,2019-05-30,22:15,22:48:00,23:19:00,0.55,0.52,1.07,NA,RMBL,NA,NR,NA,NA,Night,2019-06-24T08:46:51Z,2019-06-24T19:28:49Z,2019-06-24T19:29:15Z,2019-06-24T19:28:49Z,Desorbed NA,7,8,8,8,0,26,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V606_6242019_08.qgd,007838c9-5c0c-4d33-8641-9af10a258730,1873,FALSE,FALSE,FALSE,27,311,606,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,GLOB_V606_6242019_08.qgd,FALSE,FALSE,floral,GLOB,GLOB,globosa,globosa 102HU
GLOB_V607_6242019_09.qgd,2019,24,888,NA,NA,607,NA,NA,globosa,13885,18,NA,NA,NA,D,M,2,1,-,-,4,44,53,NA,NA,NA,16,NA,NA,200D,19,2019-05-30,22:16,22:51:00,23:21:00,0.58,0.5,1.08,NA,RMBL,NA,NR,NA,NA,Night,2019-06-24T08:46:51Z,2019-06-24T20:00:06Z,2019-06-24T20:00:28Z,2019-06-24T20:00:06Z,Desorbed NA,8,9,9,9,0,22,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V607_6242019_09.qgd,007838c9-5c0c-4d33-8641-9af10a258730,1877,FALSE,FALSE,FALSE,27,305,607,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,GLOB_V607_6242019_09.qgd,FALSE,FALSE,floral,GLOB,GLOB,globosa,globosa 13885
GLOB_V608_6242019_10.qgd,2019,24,889,NA,NA,608,NA,NA,globosa,905,11,Cutting 1,NA,NA,D,F,2,1,-,-,14,4,28,NA,NA,NA,16,NA,NA,200D,19,2019-05-30,22:19,23:00:00,23:30:00,0.68,0.5,1.18,NA,RMBL,NA,NR,NA,NA,Night,2019-06-24T08:46:51Z,2019-06-24T20:31:17Z,2019-06-24T20:31:43Z,2019-06-24T20:31:17Z,Desorbed NA,9,10,10,10,0,26,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V608_6242019_10.qgd,007838c9-5c0c-4d33-8641-9af10a258730,1871,FALSE,FALSE,FALSE,27,311,608,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,GLOB_V608_6242019_10.qgd,FALSE,FALSE,floral,GLOB,GLOB,globosa,globosa 905
GLOB_V609_6242019_12.qgd,2019,24,890,NA,NA,609,NA,NA,globosa,844,F2-12,NA,NA,NA,D,F,2,1,-,-,6,1,31,NA,NA,NA,16,NA,NA,200D,19,2019-05-30,22:33,23:00:00,23:42:00,0.45,0.7,1.15,NA,RMBL,NA,NR,NA,"slipped, reset 23:30",Night,2019-06-24T08:46:51Z,2019-06-24T21:34:56Z,2019-06-24T21:34:29Z,2019-06-24T21:34:29Z,Desorbed NA,11,12,12,12,0,27,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V609_6242019_12.qgd,007838c9-5c0c-4d33-8641-9af10a258730,1935,FALSE,FALSE,FALSE,16,321,609,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,GLOB_V609_6242019_12.qgd,FALSE,FALSE,floral,GLOB,GLOB,globosa,globosa 844
GLOB_V610_6242019_13.qgd,2019,24,891,NA,NA,610,NA,NA,globosa,850,7,NA,NA,NA,D,F,2,1,-,-,7,14,30,NA,NA,NA,16,NA,NA,200D,19,2019-05-30,22:34,23:01:00,23:31:00,0.45,0.5,0.95,NA,RMBL,NA,NR,NA,NA,Night,2019-06-24T08:46:51Z,2019-06-24T22:05:29Z,2019-06-24T22:05:45Z,2019-06-24T22:05:29Z,Desorbed NA,12,13,13,13,0,16,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V610_6242019_13.qgd,007838c9-5c0c-4d33-8641-9af10a258730,1833,FALSE,FALSE,FALSE,27,309,610,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,GLOB_V610_6242019_13.qgd,FALSE,FALSE,floral,GLOB,GLOB,globosa,globosa 850
GLOB_V612_6242019_14.qgd,2019,25,898,NA,NA,612,NA,NA,globosa,102HU,10218,Cutting 1,NA,NA,D,F,2,1,-,-,65,5,102,NA,NA,NA,16,NA,NA,200D,29,2019-05-31,22:25,23:01:00,23:32:00,0.6,0.52,1.12,NA,RMBL,NA,NR,NA,NA,Night,2019-06-24T08:46:51Z,2019-06-24T22:37:12Z,2019-06-24T22:37:39Z,2019-06-24T22:37:12Z,Desorbed NA,13,14,14,14,0,27,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V612_6242019_14.qgd,007838c9-5c0c-4d33-8641-9af10a258730,1903,FALSE,FALSE,FALSE,16,316,612,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,GLOB_V612_6242019_14.qgd,FALSE,FALSE,floral,GLOB,GLOB,globosa,globosa 102HU
GLOB_V613_6242019_15.qgd,2019,25,893,NA,NA,613,NA,NA,globosa,102HU,10218,Cutting 1,NA,NA,D,F,2,1,-,-,65,5,102,NA,NA,NA,16,NA,NA,200D,29,2019-05-31,13:22,13:55:00,14:25:00,0.55,0.5,1.05,NA,RMBL,NA,NR,NA,NA,Day,2019-06-24T08:46:51Z,2019-06-24T23:09:26Z,2019-06-24T23:09:41Z,2019-06-24T23:09:26Z,Desorbed NA,14,15,15,15,0,15,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V613_6242019_15.qgd,007838c9-5c0c-4d33-8641-9af10a258730,1934,FALSE,FALSE,FALSE,27,306,613,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,GLOB_V613_6242019_15.qgd,FALSE,FALSE,floral,GLOB,GLOB,globosa,globosa 102HU
GLOB_V614_6242019_16.qgd,2019,25,894,NA,NA,614,NA,NA,globosa,906,42-4,NA,NA,NA,D,M,2,1,-,-,19,29,57,NA,NA,NA,16,NA,NA,200D,29,2019-05-31,13:24,13:56:00,14:26:00,0.53,0.5,1.03,NA,RMBL,NA,NR,NA,NA,Day,2019-06-24T08:46:51Z,2019-06-24T23:41:44Z,2019-06-24T23:42:05Z,2019-06-24T23:41:44Z,Desorbed NA,15,16,16,16,0,21,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V614_6242019_16.qgd,007838c9-5c0c-4d33-8641-9af10a258730,1938,FALSE,FALSE,FALSE,27,303,614,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,GLOB_V614_6242019_16.qgd,FALSE,FALSE,floral,GLOB,GLOB,globosa,globosa 906
GLOB_V617_6252019_02.qgd,2019,25,899,NA,NA,617,NA,NA,globosa,906,42-4,NA,NA,NA,D,M,2,1,-,-,19,29,57,NA,NA,NA,16,NA,NA,200D,29,2019-05-31,22:27,23:01:00,23:32:00,0.57,0.52,1.08,NA,RMBL,NA,NR,NA,NA,Night,2019-06-25T10:42:52Z,2019-06-25T18:18:29Z,2019-06-25T18:18:31Z,2019-06-25T18:18:29Z,Desorbed NA,1,2,2,2,0,2,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V617_6252019_02.qgd,6041414e-5e6f-474b-9b5e-c7e9482190f1,1840,FALSE,FALSE,FALSE,3,329,617,TRUE,2019-06-24,NA,NA,empty,did not get put in,NA,NA,second,GLOB_V617_6252019_02.qgd,TRUE,FALSE,floral,GLOB,GLOB,globosa,globosa 906
GLOB_V643_6252019_03.qgd,2019,27,925,NA,NA,643,NA,NA,globosa,906,42-4,Cutting 1,NA,NA,D,M,2,1,-,-,6,11,20,NA,NA,NA,16,NA,NA,200D,30,2019-06-03,14:05,14:55:00,15:26:00,0.83,0.52,1.35,NA,RMBL,NA,NR,NA,NA,Day,2019-06-25T10:42:52Z,2019-06-25T18:49:58Z,2019-06-25T18:50:25Z,2019-06-25T18:49:58Z,Desorbed NA,2,3,3,3,0,27,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V643_6252019_03.qgd,6041414e-5e6f-474b-9b5e-c7e9482190f1,1889,FALSE,FALSE,FALSE,27,305,643,TRUE,2019-06-24,NA,NA,empty,did not get put in,NA,NA,second,GLOB_V643_6252019_03.qgd,TRUE,FALSE,floral,GLOB,GLOB,globosa,globosa 906
GLOB_V646_6252019_04.qgd,2019,27,926,NA,NA,646,NA,NA,globosa,844,F3-8,NA,NA,NA,D,M,0,1,-,-,7,0,10,NA,NA,NA,16,NA,NA,200D,30,2019-06-03,14:06,14:57:00,15:27:00,0.85,0.5,1.35,NA,RMBL,NA,NR,NA,NA,Day,2019-06-25T10:42:52Z,2019-06-25T19:22:17Z,2019-06-25T19:22:32Z,2019-06-25T19:22:17Z,Desorbed NA,3,4,4,4,0,15,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V646_6252019_04.qgd,6041414e-5e6f-474b-9b5e-c7e9482190f1,1939,FALSE,FALSE,FALSE,27,321,646,TRUE,2019-06-24,NA,NA,empty,did not get put in,NA,NA,second,GLOB_V646_6252019_04.qgd,TRUE,FALSE,floral,GLOB,GLOB,globosa,globosa 844
GLOB_V654_6252019_05.qgd,2019,27,930,NA,NA,654,NA,NA,globosa,906,42-4,Cutting 1,NA,NA,D,M,2,1,-,-,6,11,20,NA,NA,NA,16,NA,NA,200D,19,2019-06-03,21:27,21:57:00,22:27:00,0.5,0.5,1,NA,RMBL,NA,NR,NA,NA,Night,2019-06-25T10:42:52Z,2019-06-25T19:54:35Z,2019-06-25T19:55:01Z,2019-06-25T19:54:35Z,Desorbed NA,4,5,5,5,0,26,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V654_6252019_05.qgd,6041414e-5e6f-474b-9b5e-c7e9482190f1,1938,FALSE,FALSE,FALSE,27,288,654,TRUE,2019-06-24,NA,NA,empty,did not get put in,NA,NA,second,GLOB_V654_6252019_05.qgd,TRUE,FALSE,floral,GLOB,GLOB,globosa,globosa 906
GLOB_V655_6252019_06.qgd,2019,27,931,NA,NA,655,NA,NA,globosa,844,F3-8,NA,NA,NA,D,M,0,1,-,-,7,0,10,NA,NA,NA,16,NA,NA,200D,19,2019-06-03,21:28,21:58:00,22:28:00,0.5,0.5,1,NA,RMBL,NA,NR,NA,NA,Night,2019-06-25T10:42:52Z,2019-06-25T20:27:17Z,2019-06-25T20:27:42Z,2019-06-25T20:27:17Z,Desorbed NA,5,6,6,6,0,25,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V655_6252019_06.qgd,6041414e-5e6f-474b-9b5e-c7e9482190f1,1962,FALSE,FALSE,FALSE,27,289,655,TRUE,2019-06-24,NA,NA,empty,did not get put in,NA,NA,second,GLOB_V655_6252019_06.qgd,TRUE,FALSE,floral,GLOB,GLOB,globosa,globosa 844
GLOB_V663_6242019_04.qgd,2019,28,944,NA,NA,663,NA,NA,globosa,906,16-3,Cutting 2,2013-03-25,NA,D,F,2,1,-,-,63,23,32,NA,NA,NA,16,NA,NA,200D,22,2019-06-04,11:47,12:17:00,12:50:00,0.5,0.55,1.05,NA,RMBL,NA,NR,NA,NA,Day,2019-06-24T22:05:15Z,2019-06-25T06:41:37Z,2019-06-25T06:42:03Z,2019-06-25T06:41:37Z,Desorbed NA,3,4,4,4,0,26,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V663_6242019_04.qgd,f2afb07d-9e6b-4114-afc7-e9dd8a3ab5fd,1853,FALSE,FALSE,FALSE,27,308,663,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,GLOB_V663_6242019_04.qgd,FALSE,FALSE,floral,GLOB,GLOB,globosa,globosa 906
GLOB_V664_6242019_05.qgd,2019,28,948,NA,NA,664,NA,NA,globosa,13886,15M,Cutting 1,2013-01-27,NA,D,F,1,2,-,-,3,12,14,NA,NA,NA,16,NA,NA,200D,22,2019-06-04,11:51,12:21:00,12:51:00,0.5,0.5,1,NA,RMBL,NA,NR,NA,"databook: ""13886 / 15 / M / Cutting 1 / 1-27-13 / F"" (label and sex do not match). Inventory: Date/sex/cutting do not match for 13886. same plant as first line below.",Day,2019-06-24T22:05:15Z,2019-06-25T07:12:51Z,2019-06-25T07:13:14Z,2019-06-25T07:12:51Z,Desorbed NA,4,5,5,5,0,23,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V664_6242019_05.qgd,f2afb07d-9e6b-4114-afc7-e9dd8a3ab5fd,1874,FALSE,FALSE,FALSE,27,313,664,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,GLOB_V664_6242019_05.qgd,FALSE,FALSE,floral,GLOB,GLOB,globosa,globosa 13886
GLOB_V665_6242019_06.qgd,2019,28,945,NA,NA,665,NA,NA,globosa,906,16-3 x 24-2-3-4,NA,NA,NA,D,M,2,1,-,-,43,7,9,NA,NA,NA,16,NA,NA,200D,22,2019-06-04,11:49,12:19:00,12:50:00,0.5,0.52,1.02,NA,RMBL,NA,NR,NA,NA,Day,2019-06-24T22:05:15Z,2019-06-25T07:44:15Z,2019-06-25T07:44:33Z,2019-06-25T07:44:15Z,Desorbed NA,5,6,6,6,0,18,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V665_6242019_06.qgd,f2afb07d-9e6b-4114-afc7-e9dd8a3ab5fd,1884,FALSE,FALSE,FALSE,27,314,665,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,GLOB_V665_6242019_06.qgd,FALSE,FALSE,floral,GLOB,GLOB,globosa,globosa 906
GLOB_V666_6242019_07.qgd,2019,28,946,NA,NA,666,NA,NA,globosa,906,21-4 M,Cutting 2,2013-01-23,NA,D,H,2,1,3,52,39,40,55,NA,NA,NA,16,NA,NA,200D,22,2019-06-04,11:49,12:19:00,12:50:00,0.5,0.52,1.02,NA,RMBL,NA,NR,NA,"""Actually hermaphrodite""",Day,2019-06-24T22:05:15Z,2019-06-25T08:15:46Z,2019-06-25T08:15:54Z,2019-06-25T08:15:46Z,Desorbed NA,6,7,7,7,0,8,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V666_6242019_07.qgd,f2afb07d-9e6b-4114-afc7-e9dd8a3ab5fd,1891,FALSE,FALSE,FALSE,27,325,666,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,GLOB_V666_6242019_07.qgd,FALSE,FALSE,floral,GLOB,GLOB,globosa,globosa 906
GLOB_V667_6242019_08.qgd,2019,28,947,NA,NA,667,NA,NA,globosa,13886,6F,Cutting 4,2013-01-27,NA,D,F,0,2,-,-,8,2,13,NA,NA,NA,16,NA,NA,200D,22,2019-06-04,11:51,12:21:00,12:51:00,0.5,0.5,1,NA,RMBL,NA,NR,NA,NA,Day,2019-06-24T22:05:15Z,2019-06-25T08:46:26Z,2019-06-25T08:46:52Z,2019-06-25T08:46:26Z,Desorbed NA,7,8,8,8,0,26,John Powers : Sakai/Weller,C:/GCMSsolution/Data/Project1/Powers RMBL Data/GLOB_V667_6242019_08.qgd,f2afb07d-9e6b-4114-afc7-e9dd8a3ab5fd,1840,FALSE,FALSE,FALSE,27,306,667,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,GLOB_V667_6242019_08.qgd,FALSE,FALSE,floral,GLOB,GLOB,globosa,globosa 13886
